TYPE,ENCODEDKEY,PARENTACCOUNTKEY,AMOUNT,date,reversalKey,REPAYMENTINSTALLMENTS,id
REPAYMENT,8a9d992d4c1acee0014c2dc936705899,8a10c7ed49c563400149c9e7996c4900,400.0000000000,18/03/2015,,7,2
DISBURSMENT,8a10c7ed49c563400149c9eb56304a77,8a10c7ed49c563400149c9eb307a4a67,5003.8000000000,19/11/2014,,5,3
REPAYMENT,8a1fd2cc4a37f541014a39fc11a21fc8,8a10c7ed49c563400149c9eb307a4a67,572.2000000000,11/12/2014,,5,3
REPAYMENT,8a688bfb4ab7696f014abb32a1271d37,8a10c7ed49c563400149c9eb307a4a67,572.2000000000,05/01/2015,,5,3
REPAYMENT,8a9d13094bb8e922014bbce964813689,8a10c7ed49c563400149c9eb307a4a67,200.0000000000,24/02/2015,,5,3
REPAYMENT,8a9d13094bb8e922014bbce9a9953691,8a10c7ed49c563400149c9eb307a4a67,200.0000000000,24/02/2015,,5,3
REPAYMENT,8a9d13094bb8e922014bbce9f3f536b6,8a10c7ed49c563400149c9eb307a4a67,172.2000000000,24/02/2015,,5,3
REPAYMENT,8aa81dea4c0c98b9014c14baa3ff0972,8a10c7ed49c563400149c9eb307a4a67,572.2000000000,13/03/2015,,5,3
REPAYMENT,8aa43f104c8d57c3014c901df34c390d,8a10c7ed49c563400149c9eb307a4a67,2715.0000000000,06/04/2015,,5,3
IMPORT,8a10c7ed49c563400149ca178c2b58ae,8a10c7ed49c563400149ca178c2658ad,NULL,19/11/2014,,1,4
DISBURSMENT,8a10c7ed49c563400149ca178c4258af,8a10c7ed49c563400149ca178c2658ad,3534.5000000000,19/11/2014,,1,4
IMPORT,8a10c7ed49c563400149ca178cb058b2,8a10c7ed49c563400149ca178cac58b1,NULL,19/11/2014,,1,5
DISBURSMENT,8a10c7ed49c563400149ca178cda58b3,8a10c7ed49c563400149ca178cac58b1,5112.5000000000,19/11/2014,,1,5
REPAYMENT,8a1a2fa94a2da970014a3f7ab4422b28,8a10c7ed49c563400149ca178cac58b1,967.5000000000,12/12/2014,,1,5
REPAYMENT,8a10ca994b09d039014b1392f2e025d6,8a10c7ed49c563400149ca178cac58b1,4145.0000000000,22/01/2015,,1,5
DISBURSMENT,8a10c7ed49c563400149ca178d3658b7,8a10c7ed49c563400149ca178d2058b5,2706.0000000000,19/11/2014,,1,6
IMPORT,8a10c7ed49c563400149ca178d2558b6,8a10c7ed49c563400149ca178d2058b5,NULL,19/11/2014,,1,6
REPAYMENT,8a351c234b09d01b014b2cc72c84350c,8a10c7ed49c563400149ca178d2058b5,2706.0000000000,27/01/2015,,1,6
IMPORT,8a10c7ed49c563400149ca178d8258ba,8a10c7ed49c563400149ca178d7e58b9,NULL,19/11/2014,,1,7
DISBURSMENT,8a10c7ed49c563400149ca178d9158bb,8a10c7ed49c563400149ca178d7e58b9,2080.5000000000,19/11/2014,,1,7
DISBURSMENT,8a10c7ed49c563400149ca178e3958bf,8a10c7ed49c563400149ca178e2458bd,3375.0000000000,19/11/2014,,1,8
IMPORT,8a10c7ed49c563400149ca178e2858be,8a10c7ed49c563400149ca178e2458bd,NULL,19/11/2014,,1,8
DISBURSMENT,8a10c7ed49c563400149ca178ed258c3,8a10c7ed49c563400149ca178ebb58c1,4556.7000000000,19/11/2014,,1,9
IMPORT,8a10c7ed49c563400149ca178ec058c2,8a10c7ed49c563400149ca178ebb58c1,NULL,19/11/2014,,1,9
DISBURSMENT,8a10c7ed49c563400149ca178f6358c7,8a10c7ed49c563400149ca178f4e58c5,2703.3900000000,19/11/2014,,1,10
IMPORT,8a10c7ed49c563400149ca178f5258c6,8a10c7ed49c563400149ca178f4e58c5,NULL,19/11/2014,,1,10
DISBURSMENT,8a10c7ed49c563400149ca178ff058cb,8a10c7ed49c563400149ca178fd658c9,888.9200000000,19/11/2014,,1,11
IMPORT,8a10c7ed49c563400149ca178fde58ca,8a10c7ed49c563400149ca178fd658c9,NULL,19/11/2014,,1,11
REPAYMENT,8a1a2fa94a2da970014a3f8a9c8c2e9f,8a10c7ed49c563400149ca178fd658c9,888.9200000000,12/12/2014,,1,11
DISBURSMENT,8a10c7ed49c563400149ca17905358cf,8a10c7ed49c563400149ca17903a58cd,503.7800000000,19/11/2014,,1,12
IMPORT,8a10c7ed49c563400149ca17903e58ce,8a10c7ed49c563400149ca17903a58cd,NULL,19/11/2014,,1,12
DISBURSMENT,8a10c7ed49c563400149ca17910a58d3,8a10c7ed49c563400149ca1790f558d1,536.1600000000,19/11/2014,,1,13
IMPORT,8a10c7ed49c563400149ca1790fa58d2,8a10c7ed49c563400149ca1790f558d1,NULL,19/11/2014,,1,13
DISBURSMENT,8a10c7ed49c563400149ca17919058d7,8a10c7ed49c563400149ca17917a58d5,2610.0000000000,19/11/2014,,1,14
IMPORT,8a10c7ed49c563400149ca17917f58d6,8a10c7ed49c563400149ca17917a58d5,NULL,19/11/2014,,1,14
IMPORT,8a10c7ed49c563400149ca1791e358da,8a10c7ed49c563400149ca1791de58d9,NULL,19/11/2014,,1,15
DISBURSMENT,8a10c7ed49c563400149ca1791f858db,8a10c7ed49c563400149ca1791de58d9,1517.0000000000,19/11/2014,,1,15
REPAYMENT,8a1a2fa94a2da970014a3f65d3c72256,8a10c7ed49c563400149ca1791de58d9,300.0000000000,12/12/2014,,1,15
REPAYMENT,8aa0f2384a84052e014a887a63104b5d,8a10c7ed49c563400149ca1791de58d9,300.0000000000,26/12/2014,,1,15
REPAYMENT,8aa0f2384a84052e014a888a7bc84cb0,8a10c7ed49c563400149ca1791de58d9,120.0000000000,26/12/2014,,1,15
REPAYMENT,8a9d55ac4bd7d15d014bdb9f0b9364e9,8a10c7ed49c563400149ca1791de58d9,100.0000000000,02/03/2015,,1,15
REPAYMENT,8a1fb39c4cdafeab014ce1d5353a2f8a,8a10c7ed49c563400149ca1791de58d9,255.0000000000,22/04/2015,,1,15
REPAYMENT,8a1fb39c4cdafeab014ce1d6016930b9,8a10c7ed49c563400149ca1791de58d9,197.0000000000,22/04/2015,,1,15
REPAYMENT,8a1a349d4ce5ea3b014ce704639b78e3,8a10c7ed49c563400149ca1791de58d9,245.0000000000,23/04/2015,,1,15
IMPORT,8a10c7ed49c563400149ca17924758de,8a10c7ed49c563400149ca17924358dd,NULL,19/11/2014,,1,16
DISBURSMENT,8a10c7ed49c563400149ca17925958df,8a10c7ed49c563400149ca17924358dd,518.5000000000,19/11/2014,,1,16
REPAYMENT,8a24a6184db064bc014db10b191937c5,8a10c7ed49c563400149ca17924358dd,25.0000000000,01/06/2015,,1,16
DISBURSMENT,8a10c7ed49c563400149ca1792c258e3,8a10c7ed49c563400149ca1792aa58e1,2938.6000000000,19/11/2014,,1,17
IMPORT,8a10c7ed49c563400149ca1792af58e2,8a10c7ed49c563400149ca1792aa58e1,NULL,19/11/2014,,1,17
DISBURSMENT,8a10c7ed49c563400149ca17934a58e7,8a10c7ed49c563400149ca17933558e5,3650.0000000000,19/11/2014,,1,18
IMPORT,8a10c7ed49c563400149ca17933a58e6,8a10c7ed49c563400149ca17933558e5,NULL,19/11/2014,,1,18
IMPORT,8a10c7ed49c563400149ca1793af58ea,8a10c7ed49c563400149ca1793aa58e9,NULL,19/11/2014,,1,19
DISBURSMENT,8a10c7ed49c563400149ca1793c358eb,8a10c7ed49c563400149ca1793aa58e9,839.3000000000,19/11/2014,,1,19
IMPORT,8a10c7ed49c563400149ca17941758ee,8a10c7ed49c563400149ca17941258ed,NULL,19/11/2014,,1,20
DISBURSMENT,8a10c7ed49c563400149ca17942a58ef,8a10c7ed49c563400149ca17941258ed,680.0000000000,19/11/2014,,1,20
IMPORT,8a10c7ed49c563400149ca17948358f2,8a10c7ed49c563400149ca17947e58f1,NULL,19/11/2014,,1,21
DISBURSMENT,8a10c7ed49c563400149ca17949658f3,8a10c7ed49c563400149ca17947e58f1,18795.0000000000,19/11/2014,,1,21
REPAYMENT,8aa81dea4c0c98b9014c0fcc6198312d,8a10c7ed49c563400149ca17947e58f1,500.0000000000,12/03/2015,,1,21
REPAYMENT,8a3740b64d1e4d21014d1f2450ef097d,8a10c7ed49c563400149ca17947e58f1,200.0000000000,04/05/2015,,1,21
REPAYMENT,8a3740b64d1e4d21014d1f258e9e09d5,8a10c7ed49c563400149ca17947e58f1,200.0000000000,04/05/2015,,1,21
REPAYMENT,8a3740b64d1e4d21014d1f28c22b0adb,8a10c7ed49c563400149ca17947e58f1,200.0000000000,04/05/2015,,1,21
REPAYMENT,8a1a388d4d2d494f014d44ea84741215,8a10c7ed49c563400149ca17947e58f1,200.0000000000,11/05/2015,,1,21
REPAYMENT,8a18336f4d43ac4f014d537e32b33d58,8a10c7ed49c563400149ca17947e58f1,200.0000000000,14/05/2015,,1,21
REPAYMENT,8a2ac3ce4d94f9b7014d9763e5d80023,8a10c7ed49c563400149ca17947e58f1,200.0000000000,27/05/2015,,1,21
REPAYMENT,8a38a87a4e44a194014e4fad531f3ef0,8a10c7ed49c563400149ca17947e58f1,200.0000000000,02/07/2015,,1,21
REPAYMENT,8a6b9b704e68f1ad014e6f93761c7db7,8a10c7ed49c563400149ca17947e58f1,200.0000000000,08/07/2015,,1,21
REPAYMENT,8a6884f84e789974014e8dec19f65872,8a10c7ed49c563400149ca17947e58f1,200.0000000000,14/07/2015,,1,21
IMPORT,8a10c7ed49c563400149ca1794f758f6,8a10c7ed49c563400149ca1794f258f5,NULL,19/11/2014,,1,22
DISBURSMENT,8a10c7ed49c563400149ca17951a58f7,8a10c7ed49c563400149ca1794f258f5,785.9100000000,19/11/2014,,1,22
REPAYMENT,8a688bfb4ab7696f014abb2399b01bbb,8a10c7ed49c563400149ca1794f258f5,116.4500000000,05/01/2015,,1,22
REPAYMENT,8a3740b64d1e4d21014d20515e5324a9,8a10c7ed49c563400149ca1794f258f5,669.4600000000,04/05/2015,,1,22
IMPORT,8a10c7ed49c563400149ca17957b58fa,8a10c7ed49c563400149ca17957658f9,NULL,19/11/2014,,1,23
DISBURSMENT,8a10c7ed49c563400149ca17958c58fb,8a10c7ed49c563400149ca17957658f9,1680.0000000000,19/11/2014,,1,23
IMPORT,8a10c7ed49c563400149ca1795e958fe,8a10c7ed49c563400149ca1795e458fd,NULL,19/11/2014,,1,24
DISBURSMENT,8a10c7ed49c563400149ca1795fa58ff,8a10c7ed49c563400149ca1795e458fd,1727.3600000000,19/11/2014,,1,24
REPAYMENT,8a29816d4ac30054014ac57344fe7066,8a10c7ed49c563400149ca1795e458fd,1330.0000000000,07/01/2015,,1,24
REPAYMENT,8a2acf8e4ae4f8e5014aea45db213777,8a10c7ed49c563400149ca1795e458fd,397.3600000000,14/01/2015,,1,24
DISBURSMENT,8a10c7ed49c563400149ca1796bb5903,8a10c7ed49c563400149ca1796a65901,3530.8200000000,19/11/2014,,1,25
IMPORT,8a10c7ed49c563400149ca1796aa5902,8a10c7ed49c563400149ca1796a65901,NULL,19/11/2014,,1,25
REPAYMENT,8a1a2fa94a2da970014a3f7bb53f2b3d,8a10c7ed49c563400149ca1796a65901,1644.0000000000,12/12/2014,,1,25
REPAYMENT,8a2abf194c589042014c5d42e2ad606c,8a10c7ed49c563400149ca1796a65901,350.0000000000,27/03/2015,,1,25
REPAYMENT,8a2ac3ce4d94f9b7014d976484550030,8a10c7ed49c563400149ca1796a65901,250.0000000000,27/05/2015,,1,25
IMPORT,8a10c7ed49c563400149ca1797165906,8a10c7ed49c563400149ca1797115905,NULL,19/11/2014,,1,26
DISBURSMENT,8a10c7ed49c563400149ca1797285907,8a10c7ed49c563400149ca1797115905,11904.8300000000,19/11/2014,,1,26
DISBURSMENT,8a10c7ed49c563400149ca1797ac590b,8a10c7ed49c563400149ca1797925909,5250.0000000000,19/11/2014,,1,27
IMPORT,8a10c7ed49c563400149ca179796590a,8a10c7ed49c563400149ca1797925909,NULL,19/11/2014,,1,27
DISBURSMENT,8a10c7ed49c563400149ca179854590f,8a10c7ed49c563400149ca17983f590d,13502.5400000000,19/11/2014,,1,28
IMPORT,8a10c7ed49c563400149ca179844590e,8a10c7ed49c563400149ca17983f590d,NULL,19/11/2014,,1,28
DISBURSMENT,8a10c7ed49c563400149ca1798d05913,8a10c7ed49c563400149ca1798bb5911,5847.4800000000,19/11/2014,,1,29
IMPORT,8a10c7ed49c563400149ca1798c05912,8a10c7ed49c563400149ca1798bb5911,NULL,19/11/2014,,1,29
REPAYMENT,8a8189be525e4b850152656810ae313e,8a10c7ed49c563400149ca1798bb5911,5847.4800000000,21/01/2016,,1,29
IMPORT,8a10c7ed49c563400149ca17991e5916,8a10c7ed49c563400149ca17991a5915,NULL,19/11/2014,,1,30
DISBURSMENT,8a10c7ed49c563400149ca17992e5917,8a10c7ed49c563400149ca17991a5915,4148.0000000000,19/11/2014,,1,30
DISBURSMENT,8a10c7ed49c563400149ca1799ab591b,8a10c7ed49c563400149ca1799925919,1777.8000000000,19/11/2014,,1,31
IMPORT,8a10c7ed49c563400149ca179997591a,8a10c7ed49c563400149ca1799925919,NULL,19/11/2014,,1,31
REPAYMENT,8aa85fe44ac8e5af014acb4f296c0f63,8a10c7ed49c563400149ca1799925919,602.0000000000,08/01/2015,,1,31
REPAYMENT,8a1ece854b51f1ad014b552e89a04173,8a10c7ed49c563400149ca1799925919,1175.8000000000,04/02/2015,,1,31
DISBURSMENT,8a10c7ed49c563400149ca179a2b591f,8a10c7ed49c563400149ca179a0e591d,2098.7000000000,19/11/2014,,1,32
IMPORT,8a10c7ed49c563400149ca179a18591e,8a10c7ed49c563400149ca179a0e591d,NULL,19/11/2014,,1,32
DISBURSMENT,8a10c7ed49c563400149ca179ace5923,8a10c7ed49c563400149ca179ab55921,467.5000000000,19/11/2014,,1,33
IMPORT,8a10c7ed49c563400149ca179abc5922,8a10c7ed49c563400149ca179ab55921,NULL,19/11/2014,,1,33
IMPORT,8a10c7ed49c563400149ca179b3e5926,8a10c7ed49c563400149ca179b3a5925,NULL,19/11/2014,,1,34
DISBURSMENT,8a10c7ed49c563400149ca179b4f5927,8a10c7ed49c563400149ca179b3a5925,2605.8500000000,19/11/2014,,1,34
REPAYMENT,8a1a2fa94a2da970014a3f7c7ac02b6d,8a10c7ed49c563400149ca179b3a5925,2390.0000000000,12/12/2014,,1,34
REPAYMENT,8aa81dea4c0c98b9014c13976f861f0d,8a10c7ed49c563400149ca179b3a5925,215.8500000000,13/03/2015,,1,34
IMPORT,8a10c7ed49c563400149ca179b96592a,8a10c7ed49c563400149ca179b925929,NULL,19/11/2014,,1,35
DISBURSMENT,8a10c7ed49c563400149ca179ba6592b,8a10c7ed49c563400149ca179b925929,4001.9000000000,19/11/2014,,1,35
IMPORT,8a10c7ed49c563400149ca179c0a592e,8a10c7ed49c563400149ca179c06592d,NULL,19/11/2014,,1,36
DISBURSMENT,8a10c7ed49c563400149ca179c1a592f,8a10c7ed49c563400149ca179c06592d,3145.1700000000,19/11/2014,,1,36
DISBURSMENT,8a10c7ed49c563400149ca179c9f5933,8a10c7ed49c563400149ca179c8b5931,2100.0000000000,19/11/2014,,1,37
IMPORT,8a10c7ed49c563400149ca179c8f5932,8a10c7ed49c563400149ca179c8b5931,NULL,19/11/2014,,1,37
DISBURSMENT,8a10c7ed49c563400149ca179d475937,8a10c7ed49c563400149ca179d2e5935,2500.0200000000,19/11/2014,,1,38
IMPORT,8a10c7ed49c563400149ca179d325936,8a10c7ed49c563400149ca179d2e5935,NULL,19/11/2014,,1,38
DISBURSMENT,8a10c7ed49c563400149ca179dba593b,8a10c7ed49c563400149ca179da65939,7000.0000000000,19/11/2014,,1,39
IMPORT,8a10c7ed49c563400149ca179daa593a,8a10c7ed49c563400149ca179da65939,NULL,19/11/2014,,1,39
REPAYMENT,8a10ca994b09d039014b1397238b276b,8a10c7ed49c563400149ca179da65939,7000.0000000000,22/01/2015,,1,39
IMPORT,8a10c7ed49c563400149ca179e02593e,8a10c7ed49c563400149ca179dfe593d,NULL,19/11/2014,,1,40
DISBURSMENT,8a10c7ed49c563400149ca179e12593f,8a10c7ed49c563400149ca179dfe593d,4089.4000000000,19/11/2014,,1,40
DISBURSMENT,8a10c7ed49c563400149ca179e815943,8a10c7ed49c563400149ca179e6d5941,768.8800000000,19/11/2014,,1,41
IMPORT,8a10c7ed49c563400149ca179e725942,8a10c7ed49c563400149ca179e6d5941,NULL,19/11/2014,,1,41
DISBURSMENT,8a10c7ed49c563400149ca179ee65947,8a10c7ed49c563400149ca179ed25945,375.0000000000,19/11/2014,,1,42
IMPORT,8a10c7ed49c563400149ca179ed65946,8a10c7ed49c563400149ca179ed25945,NULL,19/11/2014,,1,42
DISBURSMENT,8a10c7ed49c563400149ca179f93594b,8a10c7ed49c563400149ca179f7e5949,10740.0000000000,19/11/2014,,1,43
IMPORT,8a10c7ed49c563400149ca179f82594a,8a10c7ed49c563400149ca179f7e5949,NULL,19/11/2014,,1,43
IMPORT,8a10c7ed49c563400149ca17a016594e,8a10c7ed49c563400149ca17a012594d,NULL,19/11/2014,,1,44
DISBURSMENT,8a10c7ed49c563400149ca17a026594f,8a10c7ed49c563400149ca17a012594d,3201.6100000000,19/11/2014,,1,44
IMPORT,8a10c7ed49c563400149ca17a0865952,8a10c7ed49c563400149ca17a0825951,NULL,19/11/2014,,1,45
DISBURSMENT,8a10c7ed49c563400149ca17a0965953,8a10c7ed49c563400149ca17a0825951,1443.2300000000,19/11/2014,,1,45
DISBURSMENT,8a10c7ed49c563400149ca2283b75a41,8a10c7ed49c563400149ca22311c5a30,1910.7200000000,19/11/2014,,3,46
DISBURSMENT,8a10c7ed49c563400149ca23b2755a8a,8a10c7ed49c563400149ca2358425a79,1355.3300000000,19/11/2014,,3,47
DISBURSMENT,8a10c7ed49c563400149ca251f0f5ac7,8a10c7ed49c563400149ca24c53f5ab8,4351.6000000000,19/11/2014,,4,48
REPAYMENT,8a1a2fa94a2da970014a3f5bc39c1cdb,8a10c7ed49c563400149ca24c53f5ab8,552.2000000000,12/12/2014,,4,48
REPAYMENT,8a688bfb4ab7696f014abacbea420073,8a10c7ed49c563400149ca24c53f5ab8,552.2000000000,05/01/2015,,4,48
REPAYMENT,8a1e9aef4b3c5d60014b3ce473e01aab,8a10c7ed49c563400149ca24c53f5ab8,552.2000000000,30/01/2015,,4,48
REPAYMENT,8a9d55ac4bd7d15d014bdbc7e05e7215,8a10c7ed49c563400149ca24c53f5ab8,2695.0000000000,02/03/2015,,4,48
DISBURSMENT,8a10c7ed49c563400149ca26f13d5b1b,8a10c7ed49c563400149ca26ceec5b0e,7271.1100000000,19/11/2014,,10,49
REPAYMENT,8a1ed04a501f12d6015023c34c7b5efa,8a10c7ed49c563400149ca26ceec5b0e,8043.1100000000,01/10/2015,,10,49
DISBURSMENT,8a10c7ed49c563400149ca2acc4d5c09,8a10c7ed49c563400149ca2aa0175bfb,1255.0000000000,19/11/2014,,1,50
DISBURSMENT,8a10ca994b09d039014b0e1df1036759,8a10ca994b09d039014b0e1d85e56713,3500.0000000000,21/01/2015,,8,51
FEE,8a10ca994b09d039014b0e1df24f6764,8a10ca994b09d039014b0e1d85e56713,300.0000000000,21/01/2015,,8,51
REPAYMENT,8aa21e054bde4022014be08a58934d68,8a10ca994b09d039014b0e1d85e56713,300.0000000000,03/03/2015,,8,51
REPAYMENT,8a9d992d4c1acee0014c3365c35f049c,8a10ca994b09d039014b0e1d85e56713,300.0000000000,19/03/2015,,8,51
REPAYMENT,8aa08a574cbd42d5014cc39b64cb2e9f,8a10ca994b09d039014b0e1d85e56713,138.0000000000,16/04/2015,,8,51
REPAYMENT,8a1ee1164d0a1de5014d0bb6604f5095,8a10ca994b09d039014b0e1d85e56713,100.0000000000,30/04/2015,,8,51
FEES_DUE_REDUCED,8a9e2ab14db06561014db659cdc50767,8a10ca994b09d039014b0e1d85e56713,-37.5000000000,02/06/2015,,8,51
REPAYMENT,8a1ee1064dde61c0014ddf7f18c73daf,8a10ca994b09d039014b0e1d85e56713,200.0000000000,10/06/2015,,8,51
REPAYMENT,8a1808c64e2a912a014e30e112a15290,8a10ca994b09d039014b0e1d85e56713,100.0000000000,26/06/2015,,8,51
REPAYMENT,8a26b6ee4e68b8b8014e7500351f4df5,8a10ca994b09d039014b0e1d85e56713,300.0000000000,09/07/2015,,8,51
REPAYMENT,8a6a93e94f2bde00014f2d6981d63001,8a10ca994b09d039014b0e1d85e56713,147.0000000000,14/08/2015,,8,51
REPAYMENT,8a13283e4f2be513014f42eb1260199e,8a10ca994b09d039014b0e1d85e56713,32.5000000000,18/08/2015,,8,51
REPAYMENT,8a1316924f549521014f606070c41d3e,8a10ca994b09d039014b0e1d85e56713,200.0000000000,24/08/2015,,8,51
REPAYMENT,8a39828a501e4c6701501f416a207f82,8a10ca994b09d039014b0e1d85e56713,2925.0000000000,30/09/2015,,8,51
DISBURSMENT,8a10ca994b09d039014b12224b9d6cec,8a10ca994b09d039014b12219eae6bd3,2000.0000000000,22/01/2015,,8,52
FEE,8a10ca994b09d039014b12224cf06cfd,8a10ca994b09d039014b12219eae6bd3,60.0000000000,22/01/2015,,8,52
REPAYMENT,8aa093bd4c383f6c014c391de2692972,8a10ca994b09d039014b12219eae6bd3,360.0000000000,20/03/2015,,8,52
REPAYMENT,8a1e9c5b4cbcd7ea014cbe6ee0fe2e7e,8a10ca994b09d039014b12219eae6bd3,332.0000000000,15/04/2015,,8,52
REPAYMENT,8a2ada2a4ce282f1014ce324b891422b,8a10ca994b09d039014b12219eae6bd3,0.5000000000,22/04/2015,,8,52
REPAYMENT,8a6bc1714d2edb0b014d7d14e9174b0c,8a10ca994b09d039014b12219eae6bd3,332.0000000000,22/05/2015,,8,52
FEES_DUE_REDUCED,8a3508364e3122aa014e31c5ad0c2bb7,8a10ca994b09d039014b12219eae6bd3,-7.5000000000,26/06/2015,,8,52
REPAYMENT,8a38a87a4e44a194014e4fbac2b9472b,8a10ca994b09d039014b12219eae6bd3,333.0000000000,02/07/2015,,8,52
REPAYMENT,8a1a02db4ee571b1014ef5789f465ab5,8a10ca994b09d039014b12219eae6bd3,333.0000000000,03/08/2015,,8,52
REPAYMENT,8aab10a74f844ec4014f8a50f1a13408,8a10ca994b09d039014b12219eae6bd3,985.5000000000,01/09/2015,,8,52
DISBURSMENT,8a10ca994b09d039014b123bec6e0897,8a10ca994b09d039014b123b79f007eb,3000.0000000000,22/01/2015,8a3898ef4b0ef98d014b1295f74c6287,8,53
FEE,8a10ca994b09d039014b123bedbf08a2,8a10ca994b09d039014b123b79f007eb,300.0000000000,22/01/2015,8a3898ef4b0ef98d014b1295f686627d,8,53
FEES_DUE_REDUCED,8a10ca994b09d039014b123d2b870a2e,8a10ca994b09d039014b123b79f007eb,-180.0000000000,22/01/2015,8a3898ef4b0ef98d014b1295df4a6245,8,53
FEE_REDUCTION_ADJUSTMENT,8a3898ef4b0ef98d014b1295df4a6245,8a10ca994b09d039014b123b79f007eb,180.0000000000,22/01/2015,,8,53
FEE_ADJUSTMENT,8a3898ef4b0ef98d014b1295f686627d,8a10ca994b09d039014b123b79f007eb,-300.0000000000,22/01/2015,,8,53
DISBURSMENT_ADJUSTMENT,8a3898ef4b0ef98d014b1295f74c6287,8a10ca994b09d039014b123b79f007eb,-3000.0000000000,22/01/2015,,8,53
DISBURSMENT,8a10ca994b09d039014b129725ea55b1,8a10ca994b09d039014b123b79f007eb,3000.0000000000,22/01/2015,,8,53
FEE,8a10ca994b09d039014b1297272a55bc,8a10ca994b09d039014b123b79f007eb,300.0000000000,22/01/2015,,8,53
FEES_DUE_REDUCED,8a10ca994b09d039014b129869c656f0,8a10ca994b09d039014b123b79f007eb,-180.0000000000,22/01/2015,,8,53
