TYPE,ENCODEDKEY,PARENTACCOUNTKEY,AMOUNT,date,reversalKey,REPAYMENTINSTALLMENTS,id
REPAYMENT,8a8188cf522f9315015234f1418d399e,8a10d10b4fbde467014fca921adc46b6,250.0000000000,12/01/2016,,25,95
REPAYMENT,8a8189f0525de04801525e4cee750c57,8a10d10b4fbde467014fca921adc46b6,250.0000000000,20/01/2016,,25,95
REPAYMENT,8a8188bc526ade0801527d16cc8420dc,8a10d10b4fbde467014fca921adc46b6,250.0000000000,26/01/2016,,25,95
REPAYMENT,8a81894c52a382d40152aab693dd061a,8a10d10b4fbde467014fca921adc46b6,250.0000000000,04/02/2016,,25,95
REPAYMENT,8a2aae634ff5c3ff014ff7a2eccc05b1,8a10d10b4fbde467014fca9a01214841,250.0000000000,23/09/2015,,25,96
REPAYMENT,8a2aa406501949a301501bbd35cc653e,8a10d10b4fbde467014fca9a01214841,250.0000000000,30/09/2015,,25,96
REPAYMENT,8a2aa6ab501e375501503cb84595005f,8a10d10b4fbde467014fca9a01214841,250.0000000000,06/10/2015,,25,96
REPAYMENT,8a18166c505fdd96015063f2b99905f9,8a10d10b4fbde467014fca9a01214841,250.0000000000,14/10/2015,,25,96
REPAYMENT,8a298ecb5070085b0150848efeb13882,8a10d10b4fbde467014fca9a01214841,250.0000000000,20/10/2015,,25,96
REPAYMENT,8a1344d050a8d7360150ac1b0b981e04,8a10d10b4fbde467014fca9a01214841,250.0000000000,28/10/2015,,25,96
REPAYMENT,8a182b1350c879140150d1cc5b855e1f,8a10d10b4fbde467014fca9a01214841,250.0000000000,04/11/2015,,25,96
REPAYMENT,8a370f9350f2e8070150f40cc4540d20,8a10d10b4fbde467014fca9a01214841,250.0000000000,11/11/2015,,25,96
REPAYMENT,8a1a287a510f553601511d7d9f784b95,8a10d10b4fbde467014fca9a01214841,250.0000000000,19/11/2015,,25,96
REPAYMENT,8a25918c513dd4b8015141360b964a8a,8a10d10b4fbde467014fca9a01214841,250.0000000000,26/11/2015,,25,96
REPAYMENT,8a6a89da5157357e0151609e85907c81,8a10d10b4fbde467014fca9a01214841,250.0000000000,02/12/2015,,25,96
REPAYMENT,8a1a1808517b8ecf015184c394b155ec,8a10d10b4fbde467014fca9a01214841,250.0000000000,09/12/2015,,25,96
REPAYMENT,8a81880651a459380151a86f27883481,8a10d10b4fbde467014fca9a01214841,250.0000000000,16/12/2015,,25,96
REPAYMENT,8a81895c5213543d015219cb2ccd780c,8a10d10b4fbde467014fca9a01214841,750.0000000000,07/01/2016,,25,96
REPAYMENT,8a8188cf522f9315015234f142fa39a4,8a10d10b4fbde467014fca9a01214841,250.0000000000,12/01/2016,,25,96
REPAYMENT,8a8189f0525de04801525e4cf0980c5c,8a10d10b4fbde467014fca9a01214841,250.0000000000,20/01/2016,,25,96
REPAYMENT,8a8188bc526ade0801527d14c62220a5,8a10d10b4fbde467014fca9a01214841,250.0000000000,26/01/2016,,25,96
REPAYMENT,8a81894c52a382d40152aab694ea0620,8a10d10b4fbde467014fca9a01214841,250.0000000000,04/02/2016,,25,96
REPAYMENT,8a2abae84ff615d7015012726f945014,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,28/09/2015,,25,97
REPAYMENT,8a135a655019ba15015036989a746007,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,05/10/2015,,25,97
REPAYMENT,8a1a1b0e5056738a015059e60a3f4110,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,12/10/2015,,25,97
REPAYMENT,8a28ab16506fd82f01507f3029bc01ec,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,19/10/2015,,25,97
REPAYMENT,8a2ac4745091002b0150a1a6eff55abf,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,26/10/2015,,25,97
REPAYMENT,8a33951850ba38ab0150c75eebd77f57,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,02/11/2015,,25,97
REPAYMENT,8a180f0350dcd9460150eaad45f43965,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,09/11/2015,,25,97
REPAYMENT,8a2494ba51021d3201510e6bf93f13ea,8a10d10b4fbde467014fcaac28d84b1a,50.0000000000,16/11/2015,,25,97
REPAYMENT,8a1a287a510f553601511d3d4c2e4162,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,19/11/2015,,25,97
REPAYMENT,8a1333885147f28701515aaea9d134ae,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,30/11/2015,,25,97
REPAYMENT,8a2ad6ce516bf04d015179fe52bf0640,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,07/12/2015,,25,97
REPAYMENT,8a818870519d04d201519deffc7e0778,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,14/12/2015,,25,97
REPAYMENT,8a81891651b1566e0151b3f9f9893abb,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,18/12/2015,,25,97
REPAYMENT,8a8189675222d17501522e51afc56c3d,8a10d10b4fbde467014fcaac28d84b1a,750.0000000000,11/01/2016,,25,97
REPAYMENT,8a81884b52511183015252826e67053e,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,18/01/2016,,25,97
REPAYMENT,8a81894c526adf2f0152762cc27a672a,8a10d10b4fbde467014fcaac28d84b1a,250.0000000000,25/01/2016,,25,97
REPAYMENT,8a81894b52c268340152c39a4d4b11a5,8a10d10b4fbde467014fcaac28d84b1a,350.0000000000,09/02/2016,,25,97
REPAYMENT,8a2abae84ff615d7015012727077501a,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,28/09/2015,,25,98
REPAYMENT,8a135a655019ba15015036989beb600d,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,05/10/2015,,25,98
REPAYMENT,8a1a1b0e5056738a015059e984354124,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,12/10/2015,,25,98
REPAYMENT,8a28ab16506fd82f01507f302b2901f2,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,19/10/2015,,25,98
REPAYMENT,8a2ac4745091002b0150a1a6f14d5ac5,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,26/10/2015,,25,98
REPAYMENT,8a33951850ba38ab0150c75eed397fd8,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,02/11/2015,,25,98
REPAYMENT,8a2494ba51021d3201510e6bfada13ef,8a10d10b4fbde467014fcb12944b6b04,300.0000000000,16/11/2015,,25,98
REPAYMENT,8a1a287a510f553601511d3d4db24168,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,19/11/2015,,25,98
REPAYMENT,8a1333885147f28701515aaeab2834b4,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,30/11/2015,,25,98
REPAYMENT,8a2ad6ce516bf04d015179fe54450646,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,07/12/2015,,25,98
REPAYMENT,8a818870519d04d201519deffdfe077e,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,14/12/2015,,25,98
REPAYMENT,8a81891651b1566e0151b3f9fa573ac0,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,18/12/2015,,25,98
REPAYMENT,8a8189675222d17501522e51b0b86c43,8a10d10b4fbde467014fcb12944b6b04,350.0000000000,11/01/2016,,25,98
REPAYMENT,8a81884b5251118301525281488d051e,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,18/01/2016,,25,98
REPAYMENT,8a81894c526adf2f0152762c3a5a6717,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,25/01/2016,,25,98
REPAYMENT,8a81899e52849b8301529a2bb2547a56,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,01/02/2016,,25,98
REPAYMENT,8a81894b52c268340152c39a4edf11ab,8a10d10b4fbde467014fcb12944b6b04,250.0000000000,09/02/2016,,25,98
REPAYMENT,8a2abae84ff615d70150127271285020,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,28/09/2015,,25,99
REPAYMENT,8a135a655019ba15015036989d286013,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,05/10/2015,,25,99
REPAYMENT,8a68cab2501f03ed01504b2e06cd5e60,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,09/10/2015,,25,99
REPAYMENT,8a28ab16506fd82f01507f302c9001f8,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,19/10/2015,,25,99
REPAYMENT,8a2ac4745091002b0150a1a6f2855acb,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,26/10/2015,,25,99
REPAYMENT,8a33951850ba38ab0150c75eee530049,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,02/11/2015,,25,99
REPAYMENT,8a2494ba51021d3201510e6bfbcd13f5,8a10d10b4fbde467014fcb1d5aef7147,300.0000000000,16/11/2015,,25,99
REPAYMENT,8a1a287a510f553601511d3d4f19416e,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,19/11/2015,,25,99
REPAYMENT,8a1333885147f28701515aaeac6334ba,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,30/11/2015,,25,99
REPAYMENT,8a2ad6ce516bf04d015179fe55d0064c,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,07/12/2015,,25,99
REPAYMENT,8a818870519d04d201519defff490784,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,14/12/2015,,25,99
REPAYMENT,8a81891651b1566e0151b3f9fb2d3ac5,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,18/12/2015,,25,99
REPAYMENT,8a8189675222d17501522e51b16d6c49,8a10d10b4fbde467014fcb1d5aef7147,350.0000000000,11/01/2016,,25,99
REPAYMENT,8a81884b525111830152528149fb0524,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,18/01/2016,,25,99
REPAYMENT,8a81894c526adf2f0152762c3b09671d,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,25/01/2016,,25,99
REPAYMENT,8a81899e52849b8301529a2bb3147a5c,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,01/02/2016,,25,99
REPAYMENT,8a81894b52c268340152c39a504c11b1,8a10d10b4fbde467014fcb1d5aef7147,250.0000000000,09/02/2016,,25,99
REPAYMENT,8a1ee1064dc31fd2014dd0e6a56a11a4,8a10d4e94d9f18d3014dad9f77680713,1668.0000000000,08/06/2015,,12,102
REPAYMENT,8a1a0dbe4e1514d7014e192bba6b42b3,8a10d4e94d9f18d3014dad9f77680713,159.0000000000,22/06/2015,,12,102
REPAYMENT,8a2990ac4e3129ee014e3d5c88be32e7,8a10d4e94d9f18d3014dad9f77680713,407.0000000000,29/06/2015,,12,102
REPAYMENT,8a1a1b0e5056738a015059fb17074253,8a10d4e94d9f18d3014dad9f77680713,68.0000000000,12/10/2015,,12,102
REPAYMENT,8a1a0dbe4e1514d7014e18dc99b83d08,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,22/06/2015,,25,109
REPAYMENT,8a2990ac4e3129ee014e3de72db44aef,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,29/06/2015,,25,109
REPAYMENT,8a259b1b4e550706014e61bae06a7c22,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,06/07/2015,,25,109
REPAYMENT,8a1edda54e72f31a014e851dec92057f,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,13/07/2015,,25,109
REPAYMENT,8a6884f84e789974014ea984f73154fc,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,20/07/2015,,25,109
REPAYMENT,8a24d2104ecd01d0014ecd09e16901a4,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,27/07/2015,,25,109
REPAYMENT,8a1a02db4ee571b1014ee87e362f6d28,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,01/08/2015,,25,109
REPAYMENT,8a1a32474efe333c014f15c169b23cbc,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,10/08/2015,,25,109
REPAYMENT,8a6a93e94f2bde00014f393958417c27,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,17/08/2015,,25,109
REPAYMENT,8a29909e4f51938a014f5d65a56f636f,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,24/08/2015,,25,109
REPAYMENT,8a1a33434f845d2f014f8660897f0fa5,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,01/09/2015,,25,109
REPAYMENT,8a29976f4f948132014f95d5df812715,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,04/09/2015,,25,109
REPAYMENT,8a1a33434f94875d014fb9fe32414a88,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,11/09/2015,,25,109
REPAYMENT,8a6b9c984fdc9a9d014fde7c31573f2a,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,18/09/2015,,25,109
REPAYMENT,8a1a33a55003a446015011e9056a70bb,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,28/09/2015,,25,109
REPAYMENT,8a135a655019ba1501503670204a56f6,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,05/10/2015,,25,109
REPAYMENT,8a68cab2501f03ed01504b5310c76706,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,09/10/2015,,25,109
REPAYMENT,8a28ab16506fd82f01507ec07ba15382,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,19/10/2015,,25,109
REPAYMENT,8a6a99ef5090f92001509283baef1cbc,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,23/10/2015,,25,109
REPAYMENT,8a2a81d550b2afcd0150b6b521013b32,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,30/10/2015,,25,109
REPAYMENT,8a180f0350dcd9460150eb2a22e1453b,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,09/11/2015,,25,109
REPAYMENT,8a1a195a510278010151062e5aee3bb1,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,14/11/2015,,25,109
REPAYMENT,8a1a1c89511f0c6f0151228f5c3236ca,8a10d4e94d9f18d3014daed202a0109f,500.0000000000,20/11/2015,,25,109
REPAYMENT,8a278bfe51453b0101514688d9a91033,8a10d4e94d9f18d3014daed202a0109f,1000.0000000000,27/11/2015,,25,109
REPAYMENT,8a1a33b74df0f6f4014df55bca7d33c2,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,15/06/2015,,25,110
REPAYMENT,8a1a0dbe4e1514d7014e18df00193d3a,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,22/06/2015,,25,110
REPAYMENT,8a2990ac4e3129ee014e3de9995f4b3c,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,29/06/2015,,25,110
REPAYMENT,8a259b1b4e550706014e61bae39c7c2e,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,06/07/2015,,25,110
REPAYMENT,8a1edda54e72f31a014e8529f56c081f,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,13/07/2015,,25,110
REPAYMENT,8a6884f84e789974014ea987f18555a4,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,20/07/2015,,25,110
REPAYMENT,8a24d2104ecd01d0014ecd0a709601ce,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,27/07/2015,,25,110
REPAYMENT,8a1a02db4ee571b1014ee87ee0816d74,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,01/08/2015,,25,110
REPAYMENT,8a1a32474efe333c014f15c3ff043d16,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,10/08/2015,,25,110
REPAYMENT,8a6a93e94f2bde00014f393b21e77c5d,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,17/08/2015,,25,110
REPAYMENT,8a29909e4f51938a014f5d62e10162fc,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,24/08/2015,,25,110
REPAYMENT,8a1a33434f845d2f014f8658332e0f40,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,01/09/2015,,25,110
REPAYMENT,8a29976f4f948132014f95d421c026fe,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,04/09/2015,,25,110
REPAYMENT,8a1a33434f94875d014fb9fbff3b4a1d,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,11/09/2015,,25,110
REPAYMENT,8a6b9c984fdc9a9d014fde72da973e9b,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,18/09/2015,,25,110
REPAYMENT,8a1a33a55003a446015011e15e3b6fbe,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,28/09/2015,,25,110
REPAYMENT,8a135a655019ba150150366e1611566e,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,05/10/2015,,25,110
REPAYMENT,8a68cab2501f03ed01504b5084ca6602,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,09/10/2015,,25,110
REPAYMENT,8a28ab16506fd82f01507ec097ae53e8,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,19/10/2015,,25,110
REPAYMENT,8a6a99ef5090f92001509283d49b1d0c,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,23/10/2015,,25,110
REPAYMENT,8a2a81d550b2afcd0150b6b230583a45,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,30/10/2015,,25,110
REPAYMENT,8a180f0350dcd9460150eb244eed43cf,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,09/11/2015,,25,110
REPAYMENT,8a1a195a510278010151062e76823c1c,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,14/11/2015,,25,110
REPAYMENT,8a1a1c89511f0c6f015122845fd9357b,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,20/11/2015,,25,110
REPAYMENT,8a278bfe51453b010151467faf120f28,8a10d4e94d9f18d3014daed40996122c,1500.0000000000,27/11/2015,,25,110
REPAYMENT,8a2aa2da4c01051e014c0157ee2a0248,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,10/03/2015,,25,113
REPAYMENT,8abcfb634c250fc2014c25d617bd0ddd,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,17/03/2015,,25,113
REPAYMENT,8a2ad9ce4c453e06014c4960b90b6b4b,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,24/03/2015,,25,113
REPAYMENT,8aa023fb4c8c10f8014c8e46ea1641a2,8a13007d4bbe1102014bbed158fd0a17,50.0000000000,06/04/2015,,25,113
REPAYMENT,8aa023fb4c8c10f8014c8e50ce13429b,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,06/04/2015,,25,113
REPAYMENT,8aa6ce384c9b8c03014cb6241a672fca,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,14/04/2015,,25,113
REPAYMENT,8a133d5f4cd6ac1c014cd9a069942670,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,21/04/2015,,25,113
REPAYMENT,8a132fc54cfd5a7f014cfeb5108e21da,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,28/04/2015,,25,113
REPAYMENT,8a2b91e44d20f115014d2d6480354e3e,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,07/05/2015,,25,113
REPAYMENT,8a1a388d4d2d494f014d46e9f93149d8,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,12/05/2015,,25,113
REPAYMENT,8a1814e04d6615e0014d6a3642db340f,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,19/05/2015,,25,113
REPAYMENT,8a1a238b4d5b8869014d8dd38fb339d0,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,26/05/2015,,25,113
REPAYMENT,8a1a38844db0654a014db2dc69497ed5,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,02/06/2015,,25,113
REPAYMENT,8a1ee1064dc31fd2014dd64949105ef9,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,09/06/2015,,25,113
REPAYMENT,8a1a0a634df73c69014dfa2b729d4724,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,16/06/2015,,25,113
REPAYMENT,8a2486574e1bb0aa014e1dfd55e17aa8,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,23/06/2015,,25,113
REPAYMENT,8a2990ac4e3129ee014e3e8bb6e81060,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,29/06/2015,,25,113
REPAYMENT,8a259b1b4e550706014e665588404d0d,8a13007d4bbe1102014bbed158fd0a17,250.0000000000,07/07/2015,,25,113
